1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
298, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
299, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
300, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
301, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
302, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
303, forest, wythers:ancient_golden_beech_forest, MONSTER, bewitchment:ghost, 20, 1, 1
304, forest, wythers:ancient_golden_beech_forest, MONSTER, graveyard:ghoul, 25, 2, 5
305, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
306, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
307, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
308, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
309, forest, wythers:ancient_golden_beech_forest, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
310, forest, wythers:ancient_golden_beech_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
311, forest, wythers:ancient_golden_beech_forest, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
312, forest, wythers:ancient_golden_beech_forest, MONSTER, bewitchment:werewolf, 20, 1, 1
313, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:sheep, 12, 4, 4
314, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:pig, 10, 4, 4
315, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:chicken, 10, 4, 4
316, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:cow, 8, 4, 4
317, forest, wythers:ancient_golden_beech_forest, CREATURE, meadow:brown_bear, 5, 2, 3
318, forest, wythers:ancient_golden_beech_forest, CREATURE, adventurez:deer, 6, 2, 3
319, forest, wythers:ancient_golden_beech_forest, CREATURE, mythicmobs:drake, 5, 1, 4
320, forest, wythers:ancient_golden_beech_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
321, forest, wythers:ancient_golden_beech_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
322, forest, wythers:ancient_golden_beech_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
323, forest, wythers:ancient_golden_beech_forest, CREATURE, bewitchment:owl, 10, 1, 2
324, forest, wythers:ancient_golden_beech_forest, CREATURE, bewitchment:raven, 10, 1, 3
325, forest, wythers:ancient_golden_beech_forest, CREATURE, meadow:wooly_cow, 10, 2, 3
326, forest, wythers:ancient_golden_beech_forest, AMBIENT, minecraft:bat, 10, 8, 8
327, forest, wythers:ancient_golden_beech_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
328, forest, wythers:ancient_golden_beech_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
329, forest, wythers:ancient_moss_forest, MONSTER, minecraft:spider, 80, 4, 4
330, forest, wythers:ancient_moss_forest, MONSTER, minecraft:zombie, 80, 4, 4
331, forest, wythers:ancient_moss_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
332, forest, wythers:ancient_moss_forest, MONSTER, minecraft:skeleton, 80, 4, 4
333, forest, wythers:ancient_moss_forest, MONSTER, minecraft:creeper, 80, 4, 4
334, forest, wythers:ancient_moss_forest, MONSTER, minecraft:slime, 80, 4, 4
335, forest, wythers:ancient_moss_forest, MONSTER, minecraft:enderman, 10, 1, 4
336, forest, wythers:ancient_moss_forest, MONSTER, minecraft:witch, 5, 1, 1
337, forest, wythers:ancient_moss_forest, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
338, forest, wythers:ancient_moss_forest, MONSTER, enderzoology:infested_zombie, 23, 1, 4
339, forest, wythers:ancient_moss_forest, MONSTER, enderzoology:fallen_knight, 23, 4, 6
340, forest, wythers:ancient_moss_forest, MONSTER, enderzoology:enderminy, 30, 4, 4
341, forest, wythers:ancient_moss_forest, MONSTER, enderzoology:wither_witch, 5, 1, 1
342, forest, wythers:ancient_moss_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
343, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
344, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
345, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
346, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
347, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
348, forest, wythers:ancient_moss_forest, MONSTER, bewitchment:ghost, 20, 1, 1
349, forest, wythers:ancient_moss_forest, MONSTER, graveyard:ghoul, 25, 2, 5
350, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
351, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
352, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
353, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
354, forest, wythers:ancient_moss_forest, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
355, forest, wythers:ancient_moss_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
356, forest, wythers:ancient_moss_forest, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
357, forest, wythers:ancient_moss_forest, MONSTER, bewitchment:werewolf, 20, 1, 1
358, forest, wythers:ancient_moss_forest, CREATURE, minecraft:sheep, 12, 4, 4
359, forest, wythers:ancient_moss_forest, CREATURE, minecraft:pig, 10, 4, 4
360, forest, wythers:ancient_moss_forest, CREATURE, minecraft:chicken, 10, 4, 4
361, forest, wythers:ancient_moss_forest, CREATURE, minecraft:cow, 8, 4, 4
362, forest, wythers:ancient_moss_forest, CREATURE, meadow:brown_bear, 5, 2, 3
363, forest, wythers:ancient_moss_forest, CREATURE, adventurez:deer, 6, 2, 3
364, forest, wythers:ancient_moss_forest, CREATURE, mythicmobs:drake, 5, 1, 4
365, forest, wythers:ancient_moss_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
366, forest, wythers:ancient_moss_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
367, forest, wythers:ancient_moss_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
368, forest, wythers:ancient_moss_forest, CREATURE, bewitchment:owl, 10, 1, 2
369, forest, wythers:ancient_moss_forest, CREATURE, bewitchment:raven, 10, 1, 3
370, forest, wythers:ancient_moss_forest, CREATURE, meadow:wooly_cow, 10, 2, 3
371, forest, wythers:ancient_moss_forest, AMBIENT, minecraft:bat, 10, 8, 8
372, forest, wythers:ancient_moss_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
373, forest, wythers:ancient_moss_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
374, private, wythers:ancient_mossy_swamp, MONSTER, minecraft:spider, 80, 4, 4
375, private, wythers:ancient_mossy_swamp, MONSTER, minecraft:zombie, 80, 4, 4
376, private, wythers:ancient_mossy_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
377, private, wythers:ancient_mossy_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
378, private, wythers:ancient_mossy_swamp, MONSTER, minecraft:creeper, 80, 4, 4
379, private, wythers:ancient_mossy_swamp, MONSTER, minecraft:slime, 80, 4, 4
380, private, wythers:ancient_mossy_swamp, MONSTER, minecraft:enderman, 10, 1, 4
381, private, wythers:ancient_mossy_swamp, MONSTER, minecraft:witch, 5, 1, 1
382, private, wythers:ancient_mossy_swamp, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
383, private, wythers:ancient_mossy_swamp, MONSTER, enderzoology:infested_zombie, 23, 1, 4
384, private, wythers:ancient_mossy_swamp, MONSTER, enderzoology:fallen_knight, 23, 4, 6
385, private, wythers:ancient_mossy_swamp, MONSTER, enderzoology:enderminy, 30, 4, 4
386, private, wythers:ancient_mossy_swamp, MONSTER, enderzoology:wither_witch, 5, 1, 1
387, private, wythers:ancient_mossy_swamp, MONSTER, mythicmobs:chupacabra, 20, 1, 1
388, private, wythers:ancient_mossy_swamp, MONSTER, bewitchment:ghost, 20, 1, 1
389, private, wythers:ancient_mossy_swamp, MONSTER, graveyard:ghoul, 25, 2, 5
390, private, wythers:ancient_mossy_swamp, MONSTER, graveyard:nightmare, 10, 1, 1
391, private, wythers:ancient_mossy_swamp, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
392, private, wythers:ancient_mossy_swamp, CREATURE, minecraft:frog, 10, 2, 5
393, private, wythers:ancient_mossy_swamp, CREATURE, minecraft:pig, 10, 4, 4
394, private, wythers:ancient_mossy_swamp, CREATURE, minecraft:chicken, 10, 4, 4
395, private, wythers:ancient_mossy_swamp, CREATURE, meadow:brown_bear, 5, 2, 3
396, private, wythers:ancient_mossy_swamp, CREATURE, minecraft:cow, 6, 2, 3
397, private, wythers:ancient_mossy_swamp, CREATURE, mythicmobs:drake, 5, 1, 4
398, private, wythers:ancient_mossy_swamp, CREATURE, mythicmobs:kobold, 10, 3, 6
399, private, wythers:ancient_mossy_swamp, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
400, private, wythers:ancient_mossy_swamp, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
401, private, wythers:ancient_mossy_swamp, CREATURE, bewitchment:toad, 10, 1, 3
402, private, wythers:ancient_mossy_swamp, CREATURE, meadow:wooly_cow, 10, 2, 3
403, private, wythers:ancient_mossy_swamp, AMBIENT, minecraft:bat, 10, 8, 8
404, private, wythers:ancient_mossy_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
405, private, wythers:ancient_mossy_swamp, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
406, private, wythers:ancient_oak_swamp, MONSTER, minecraft:spider, 50, 4, 4
407, private, wythers:ancient_oak_swamp, MONSTER, minecraft:cave_spider, 50, 4, 4
408, private, wythers:ancient_oak_swamp, MONSTER, minecraft:zombie, 50, 4, 4
409, private, wythers:ancient_oak_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
410, private, wythers:ancient_oak_swamp, MONSTER, minecraft:skeleton, 50, 4, 4
411, private, wythers:ancient_oak_swamp, MONSTER, minecraft:stray, 50, 4, 4
412, private, wythers:ancient_oak_swamp, MONSTER, minecraft:creeper, 20, 4, 4
413, private, wythers:ancient_oak_swamp, MONSTER, minecraft:slime, 80, 4, 4
414, private, wythers:ancient_oak_swamp, MONSTER, minecraft:enderman, 10, 1, 4
415, private, wythers:ancient_oak_swamp, MONSTER, minecraft:vex, 10, 2, 2
416, private, wythers:ancient_oak_swamp, MONSTER, minecraft:vindicator, 30, 1, 2
417, private, wythers:ancient_oak_swamp, MONSTER, minecraft:ravager, 10, 1, 1
418, private, wythers:ancient_oak_swamp, MONSTER, minecraft:witch, 30, 3, 4
419, private, wythers:ancient_oak_swamp, MONSTER, enderzoology:concussion_creeper, 5, 4, 4
420, private, wythers:ancient_oak_swamp, MONSTER, enderzoology:infested_zombie, 12, 1, 4
421, private, wythers:ancient_oak_swamp, MONSTER, enderzoology:fallen_knight, 12, 4, 6
422, private, wythers:ancient_oak_swamp, MONSTER, enderzoology:enderminy, 30, 4, 4
423, private, wythers:ancient_oak_swamp, MONSTER, enderzoology:wither_witch, 30, 3, 4
424, private, wythers:ancient_oak_swamp, MONSTER, mythicmobs:chupacabra, 20, 1, 1
425, private, wythers:ancient_oak_swamp, MONSTER, bewitchment:ghost, 20, 1, 1
426, private, wythers:ancient_oak_swamp, MONSTER, graveyard:ghoul, 25, 2, 5
427, private, wythers:ancient_oak_swamp, MONSTER, graveyard:nightmare, 10, 1, 1
428, private, wythers:ancient_oak_swamp, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
429, private, wythers:ancient_oak_swamp, CREATURE, minecraft:frog, 50, 2, 5
430, private, wythers:ancient_oak_swamp, CREATURE, meadow:brown_bear, 5, 2, 3
431, private, wythers:ancient_oak_swamp, CREATURE, minecraft:cow, 6, 2, 3
432, private, wythers:ancient_oak_swamp, CREATURE, mythicmobs:drake, 5, 1, 4
433, private, wythers:ancient_oak_swamp, CREATURE, mythicmobs:kobold, 10, 3, 6
434, private, wythers:ancient_oak_swamp, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
435, private, wythers:ancient_oak_swamp, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
436, private, wythers:ancient_oak_swamp, CREATURE, bewitchment:toad, 10, 1, 3
437, private, wythers:ancient_oak_swamp, CREATURE, meadow:wooly_cow, 10, 2, 3
438, private, wythers:ancient_oak_swamp, AMBIENT, minecraft:bat, 10, 8, 8
439, private, wythers:ancient_oak_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
440, private, wythers:ancient_oak_swamp, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
441, private, terralith:ancient_sands, MONSTER, minecraft:spider, 80, 4, 4
442, private, terralith:ancient_sands, MONSTER, minecraft:zombie, 19, 4, 4
443, private, terralith:ancient_sands, MONSTER, minecraft:zombie_villager, 5, 1, 1
444, private, terralith:ancient_sands, MONSTER, minecraft:skeleton, 80, 4, 4
445, private, terralith:ancient_sands, MONSTER, minecraft:creeper, 80, 4, 4
446, private, terralith:ancient_sands, MONSTER, minecraft:slime, 80, 4, 4
447, private, terralith:ancient_sands, MONSTER, minecraft:enderman, 10, 1, 4
448, private, terralith:ancient_sands, MONSTER, minecraft:witch, 5, 1, 1
449, private, terralith:ancient_sands, MONSTER, minecraft:husk, 80, 4, 4
450, private, terralith:ancient_sands, MONSTER, graveyard:nightmare, 10, 1, 1
451, private, terralith:ancient_sands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
452, private, terralith:ancient_sands, CREATURE, minecraft:rabbit, 5, 2, 3
453, private, terralith:ancient_sands, CREATURE, friendsandfoes:mauler, 16, 1, 1
454, private, terralith:ancient_sands, AMBIENT, minecraft:bat, 10, 8, 8
455, private, terralith:ancient_sands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
456, private, terralith:ancient_sands, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
457, private, wythers:ancient_taiga, MONSTER, minecraft:spider, 80, 4, 4
458, private, wythers:ancient_taiga, MONSTER, minecraft:zombie, 80, 4, 4
459, private, wythers:ancient_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
460, private, wythers:ancient_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
461, private, wythers:ancient_taiga, MONSTER, minecraft:creeper, 80, 4, 4
462, private, wythers:ancient_taiga, MONSTER, minecraft:slime, 80, 4, 4
463, private, wythers:ancient_taiga, MONSTER, minecraft:enderman, 10, 1, 4
464, private, wythers:ancient_taiga, MONSTER, minecraft:witch, 5, 1, 1
465, private, wythers:ancient_taiga, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
466, private, wythers:ancient_taiga, MONSTER, enderzoology:infested_zombie, 25, 1, 4
467, private, wythers:ancient_taiga, MONSTER, enderzoology:fallen_knight, 25, 4, 6
468, private, wythers:ancient_taiga, MONSTER, enderzoology:enderminy, 30, 4, 4
469, private, wythers:ancient_taiga, MONSTER, enderzoology:wither_witch, 5, 1, 1
470, private, wythers:ancient_taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
471, private, wythers:ancient_taiga, MONSTER, bewitchment:ghost, 20, 1, 1
472, private, wythers:ancient_taiga, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
473, private, wythers:ancient_taiga, CREATURE, minecraft:sheep, 12, 4, 4
474, private, wythers:ancient_taiga, CREATURE, minecraft:pig, 10, 4, 4
475, private, wythers:ancient_taiga, CREATURE, minecraft:chicken, 10, 4, 4
476, private, wythers:ancient_taiga, CREATURE, minecraft:cow, 8, 4, 4
477, private, wythers:ancient_taiga, CREATURE, minecraft:wolf, 8, 4, 4
478, private, wythers:ancient_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
479, private, wythers:ancient_taiga, CREATURE, minecraft:fox, 8, 2, 4
480, private, wythers:ancient_taiga, CREATURE, enderzoology:owl, 5, 2, 3
481, private, wythers:ancient_taiga, CREATURE, mythicmobs:drake, 5, 1, 4
482, private, wythers:ancient_taiga, CREATURE, mythicmobs:kobold, 10, 3, 6
483, private, wythers:ancient_taiga, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
484, private, wythers:ancient_taiga, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
485, private, wythers:ancient_taiga, AMBIENT, minecraft:bat, 10, 8, 8
486, private, wythers:ancient_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
487, private, wythers:ancient_taiga, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
488, private, wythers:andesite_crags, MONSTER, minecraft:spider, 80, 4, 4
489, private, wythers:andesite_crags, MONSTER, minecraft:zombie, 80, 4, 4
490, private, wythers:andesite_crags, MONSTER, minecraft:zombie_villager, 5, 1, 1
491, private, wythers:andesite_crags, MONSTER, minecraft:skeleton, 80, 4, 4
492, private, wythers:andesite_crags, MONSTER, minecraft:slime, 80, 4, 4
493, private, wythers:andesite_crags, MONSTER, minecraft:enderman, 10, 1, 4
494, private, wythers:andesite_crags, MONSTER, minecraft:witch, 5, 1, 1
495, private, wythers:andesite_crags, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
496, private, wythers:andesite_crags, MONSTER, enderzoology:infested_zombie, 23, 1, 4
497, private, wythers:andesite_crags, MONSTER, enderzoology:fallen_knight, 23, 4, 6
498, private, wythers:andesite_crags, MONSTER, enderzoology:enderminy, 30, 4, 4
499, private, wythers:andesite_crags, MONSTER, enderzoology:wither_witch, 5, 1, 1
500, private, wythers:andesite_crags, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
501, private, wythers:andesite_crags, MONSTER, mythicmobs:chupacabra, 20, 1, 1
502, private, wythers:andesite_crags, MONSTER, bewitchment:ghost, 20, 1, 1
503, private, wythers:andesite_crags, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
504, private, wythers:andesite_crags, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
505, private, wythers:andesite_crags, CREATURE, mythicmobs:drake, 5, 1, 4
506, private, wythers:andesite_crags, CREATURE, mythicmobs:kobold, 10, 3, 6
507, private, wythers:andesite_crags, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
508, private, wythers:andesite_crags, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
509, private, wythers:andesite_crags, CREATURE, minecraft:sheep, 6, 2, 3
510, private, wythers:andesite_crags, AMBIENT, minecraft:bat, 10, 8, 8
511, private, wythers:andesite_crags, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
512, private, wythers:andesite_crags, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
513, savanna, terralith:arid_highlands, MONSTER, minecraft:spider, 80, 4, 4
514, savanna, terralith:arid_highlands, MONSTER, minecraft:zombie, 80, 4, 4
515, savanna, terralith:arid_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
516, savanna, terralith:arid_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
517, savanna, terralith:arid_highlands, MONSTER, minecraft:creeper, 80, 4, 4
518, savanna, terralith:arid_highlands, MONSTER, minecraft:slime, 80, 4, 4
519, savanna, terralith:arid_highlands, MONSTER, minecraft:enderman, 10, 1, 4
520, savanna, terralith:arid_highlands, MONSTER, minecraft:witch, 5, 1, 1
521, savanna, terralith:arid_highlands, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
522, savanna, terralith:arid_highlands, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
523, savanna, terralith:arid_highlands, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
524, savanna, terralith:arid_highlands, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
525, savanna, terralith:arid_highlands, MONSTER, elementalcreepers:fire_creeper, 25, 1, 2
526, savanna, terralith:arid_highlands, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
527, savanna, terralith:arid_highlands, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
